BIRD,DATE,VISIT_TYPE,OUTCOME,NUM_OBS,OBSERVER,REMOVED,TERRITORY,FULLTERRITORY,YEAR,MONTH,DAY,Lat5,Long5,check,re-enter lat5,re-enter long5,Lat100,Long100,sex,birth_year,age_type,walkabout,Notes
omoo,30-May-18,4,2,2,CEH,0,COURTH,Courthouse,2018,5,30,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
pppm,30-May-18,3,1,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,5,30,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
pppm,30-May-18,1,1,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,5,30,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,1-Jun-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,6,1,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
aawm,3-Jun-18,1,0,1,CEH,0,RIVERF,Riverfront,2018,6,3,,,,,,33.8313,-79.0465,M,2017,Actual,0,
embw,3-Jun-18,1,0,1,CEH,0,COXFER,Cox Ferry,2018,6,3,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
mgoo,3-Jun-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,6,3,,,,,,33.7933,-79.0009,F,2017,Actual,0,
mpyo,3-Jun-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,6,3,,,,,,33.7002,-78.9241,M,2017,Actual,0,
myaa,3-Jun-18,3,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,6,3,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
myaa,3-Jun-18,1,0,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,6,3,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
omoo,3-Jun-18,1,1,1,CEH,0,COURTH,Courthouse,2018,6,3,,,,,,33.8304,-79.0484,F,2016,Minimum,0,
oomw,3-Jun-18,1,0,1,CEH,0,COXFER,Cox Ferry,2018,6,3,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pppm,3-Jun-18,3,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,6,3,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
pppm,3-Jun-18,1,0,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,6,3,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
remw,3-Jun-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,6,3,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
wmbb,3-Jun-18,3,1,1,CEH,0,HGTCCC,HGTC,2018,6,3,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
yame,3-Jun-18,1,0,1,KMM,0,WPDEDI,WPDE dishes,2018,6,3,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
pppm,6-Jun-18,1,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,6,6,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
mpyo,8-Jun-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,6,8,,,,,,33.7002,-78.9241,M,2017,Actual,0,
remw,8-Jun-18,3,1,1,CEH,0,BEDBAT,bed bath beyond,2018,6,8,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
aawm,10-Jun-18,1,0,1,KMM,0,RIVERF,Riverfront,2018,6,10,,,,,,33.8313,-79.0465,M,2017,Actual,0,
embw,10-Jun-18,1,1,1,KMM,0,COXFER,Cox Ferry,2018,6,10,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
gmob,10-Jun-18,1,1,1,KMM,0,COURTH,Courthouse,2018,6,10,,,,,,33.8304,-79.0484,M,2016,Minimum,0,
morr,11-Jun-18,1,0,1,KMM,0,DILLAR,Dillards,2018,6,11,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,11-Jun-18,1,1,1,MAR,0,BEDBAT,bed bath beyond,2018,6,11,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,11-Jun-18,1,0,1,KMM,0,DILLAR,Dillards,2018,6,11,,,,,,33.6997,-78.9264,F,2017,Minimum,1,gone
remw,11-Jun-18,1,0,1,MAR,0,BEDBAT,bed bath beyond,2018,6,11,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
mgoo,12-Jun-18,3,1,NA,CEH,0,HGTCCC,HGTC,2018,6,12,,,,,,33.7933,-79.0009,F,2017,Actual,0,
wmbb,12-Jun-18,3,1,NA,CEH,0,HGTCCC,HGTC,2018,6,12,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
ayym,14-Jun-18,1,0,1,CEH,0,DISCGO,disc golf course,2018,6,14,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
wwmr,14-Jun-18,1,0,1,CEH,0,DISCGO,disc golf course,2018,6,14,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
ayym,15-Jun-18,1,1,1,CEH,0,DISCGO,disc golf course,2018,6,15,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
ayym,15-Jun-18,1,1,1,KMM,0,DISCGO,disc golf course,2018,6,15,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
emor,15-Jun-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,6,15,,,,,,33.792,-78.9979,M,2016,Minimum,0,
myaa,15-Jun-18,3,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,6,15,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pomy,15-Jun-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,6,15,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,15-Jun-18,3,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,6,15,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,15-Jun-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,6,15,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
wwmr,15-Jun-18,1,1,1,CEH,0,DISCGO,disc golf course,2018,6,15,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,15-Jun-18,1,0,1,CEH,0,WPDEDI,WPDE dishes,2018,6,15,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
embw,16-Jun-18,1,0,1,CEH,0,COXFER,Cox Ferry,2018,6,16,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
oomw,16-Jun-18,1,1,1,CEH,0,COXFER,Cox Ferry,2018,6,16,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
mpyo,17-Jun-18,1,1,1,CEH,0,BEDBAT,bed bath beyond,2018,6,17,,,,,,33.7002,-78.9241,M,2017,Actual,0,
remw,17-Jun-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,6,17,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
moyy,19-Jun-18,1,0,1,CEH,0,CMWSSS,CMWS,2018,6,19,,,,,,33.8008,-79,M,2017,Actual,0,
rrrm,19-Jun-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,6,19,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
yame,19-Jun-18,1,0,1,CEH,0,WPDEDI,WPDE dishes,2018,6,19,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
ayym,21-Jun-18,1,0,1,MAR,0,DISCGO,disc golf course,2018,6,21,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
mgoo,21-Jun-18,1,0,1,MAR,0,HGTCCC,HGTC,2018,6,21,,,,,,33.7933,-79.0009,F,2017,Actual,0,
myaa,21-Jun-18,1,1,1,MAR,0,RRTRAC,RR Tracks behind Lowes,2018,6,21,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pppm,21-Jun-18,1,0,1,MAR,0,RRTRAC,rr tracks behind Lowes,2018,6,21,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
wmbb,21-Jun-18,1,0,1,MAR,0,HGTCCC,HGTC,2018,6,21,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wwmr,21-Jun-18,1,1,1,MAR,0,DISCGO,disc golf course,2018,6,21,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
aawm,22-Jun-18,1,1,2,CEH,0,RIVERF,Riverfront,2018,6,22,,,,,,33.8313,-79.0465,M,2017,Actual,0,
aawm,22-Jun-18,1,1,2,CEH,0,RIVERF,Riverfront,2018,6,22,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmyr,22-Jun-18,1,1,2,CEH,0,RIVERF,Riverfront,2018,6,22,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
yymb,22-Jun-18,4,2,2,CEH,0,CYPRES,Cypress Inn,2018,6,22,,,,,,33.833,-79.0452,F,2016,Minimum,0,
embw,26-Jun-18,1,1,1,CEH,0,COXFER,Cox Ferry,2018,6,26,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
emor,26-Jun-18,1,0,1,CEH,0,LOWESP,Lowes pkg lot,2018,6,26,,,,,,33.792,-78.9979,M,2016,Minimum,0,
mgoo,26-Jun-18,1,0,1,CEH,0,HGTCCC,HGTC,2018,6,26,,,,,,33.7933,-79.0009,F,2017,Actual,0,
myaa,26-Jun-18,3,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,6,26,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
myaa,26-Jun-18,1,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,6,26,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oomw,26-Jun-18,1,1,1,CEH,0,COXFER,Cox Ferry,2018,6,26,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pomy,26-Jun-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,6,26,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,26-Jun-18,3,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,6,26,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
pppm,26-Jun-18,1,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,6,26,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
wmbb,26-Jun-18,1,1,1,CEH,0,HGTCCC,HGTC,2018,6,26,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
ayym,29-Jun-18,1,0,1,CEH,0,DISCGO,disc golf course,2018,6,29,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
wwmr,29-Jun-18,1,0,1,CEH,0,DISCGO,disc golf course,2018,6,29,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
morr,30-Jun-18,1,0,1,CEH,0,DILLAR,Dillards,2018,6,30,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,30-Jun-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,6,30,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,30-Jun-18,1,0,1,CEH,0,DILLAR,Dillards,2018,6,30,,,,,,33.6997,-78.9264,F,2017,Minimum,1,gone
ppmb,30-Jun-18,1,1,1,CEH,1,COSTCO,behind Costco,2018,6,30,,,,,,33.706,-78.9175,M,2016,Minimum,0,
remw,30-Jun-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,6,30,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
pppm,4-Jul-18,1,1,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,7,4,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rwmp,4-Jul-18,4,2,1,CEH,0,METGLA,Metglas,2018,7,4,,,,,,33.7942,-78.996,F,2016,Minimum,0,
aawm,19-Jul-18,3,1,1,MAR,0,RIVERF,Riverfront,2018,7,19,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmyr,19-Jul-18,3,1,1,MAR,0,RIVERF,Riverfront,2018,7,19,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
gmyr,19-Jul-18,1,1,1,MAR,0,RIVERF,Riverfront,2018,7,19,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
aawm,24-Jul-18,3,1,1,MAR,0,RIVERF,Riverfront,2018,7,24,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmyr,24-Jul-18,3,1,1,MAR,0,RIVERF,Riverfront,2018,7,24,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
aawm,3-Aug-18,3,1,1,CEH,0,RIVERF,Riverfront,2018,8,3,,,,,,33.8313,-79.0465,M,2017,Actual,0,
gmyr,3-Aug-18,3,1,1,CEH,0,RIVERF,Riverfront,2018,8,3,,,,,,33.8313,-79.0465,F,2016,Minimum,0,
mpyo,11-Aug-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,8,11,,,,,,33.7002,-78.9241,M,2017,Actual,0,
ppmb,11-Aug-18,1,0,1,CEH,1,COSTCO,behind Costco,2018,8,11,,,,,,33.706,-78.9175,M,2016,Minimum,0,
rrrm,16-Aug-18,2,0,1,CEH,0,WPDEDI,WPDE dishes,2018,8,16,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
yame,16-Aug-18,2,1,1,CEH,0,WPDEDI,WPDE dishes,2018,8,16,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
aeom,28-Aug-18,4,2,3,CEH,2,DOWITC,Dowitcher Dr.,2018,8,28,,,,,,33.7953,-78.9876,F,2016,Minimum,0,
mbbb,28-Aug-18,4,2,3,CEH,2,WHOOPI,Whooping Crane,2018,8,28,,,,,,33.7925,-78.977,F,2017,Minimum,0,
myaa,28-Aug-18,2,1,3,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,8,28,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pppm,28-Aug-18,2,0,3,CEH,0,RRTRAC,rr tracks behind Lowes,2018,8,28,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
remw,28-Aug-18,2,0,3,CEH,0,BEDBAT,bed bath beyond,2018,8,28,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
ymbo,28-Aug-18,4,2,3,CEH,2,DOWITC,Dowitcher Dr.,2018,8,28,,,,,,33.7953,-78.9876,M,2016,Minimum,0,
morr,29-Aug-18,1,0,1,CEH,0,DILLAR,Dillards,2018,8,29,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,29-Aug-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,8,29,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,29-Aug-18,1,0,1,CEH,0,DILLAR,Dillards,2018,8,29,,,,,,33.6997,-78.9264,F,2017,Minimum,1,gone
ppmb,29-Aug-18,1,1,1,CEH,1,COSTCO,behind Costco,2018,8,29,,,,,,33.706,-78.9175,M,2016,Minimum,0,
remw,29-Aug-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,8,29,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
ayym,8-Sep-18,1,0,2,KMM,0,DISCGO,disc golf course,2018,9,8,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
emor,8-Sep-18,1,0,2,KMM,0,LOWESP,Lowes pkg lot,2018,9,8,,,,,,33.792,-78.9979,M,2016,Minimum,0,
mgoo,8-Sep-18,1,0,2,KMM,0,HGTCCC,HGTC,2018,9,8,,,,,,33.7933,-79.0009,F,2017,Actual,0,
myaa,8-Sep-18,1,0,2,KMM,0,RRTRAC,RR Tracks behind Lowes,2018,9,8,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pomy,8-Sep-18,1,0,2,KMM,0,LOWESP,Lowes pkg lot,2018,9,8,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,8-Sep-18,1,0,2,KMM,0,RRTRAC,rr tracks behind Lowes,2018,9,8,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
wmbb,8-Sep-18,1,0,2,KMM,0,HGTCCC,HGTC,2018,9,8,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wwmr,8-Sep-18,1,0,2,KMM,0,DISCGO,disc golf course,2018,9,8,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
amee,9-Sep-18,1,0,4,KMM,0,SEALMA,Sealmaster,2018,9,9,,,,,,33.8046,-79.0017,M,2016,Minimum,0,
ayym,9-Sep-18,1,0,4,KMM,0,DISCGO,disc golf course,2018,9,9,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
byma,9-Sep-18,1,0,4,KMM,0,SEALMA,Sealmaster,2018,9,9,,,,,,33.8046,-79.0017,F,2017,Actual,0,
embw,9-Sep-18,1,1,4,KMM,0,COXFER,Cox Ferry,2018,9,9,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
mgoo,9-Sep-18,1,0,4,KMM,0,HGTCCC,HGTC,2018,9,9,,,,,,33.7933,-79.0009,F,2017,Actual,0,
myaa,9-Sep-18,1,0,4,KMM,0,RRTRAC,RR Tracks behind Lowes,2018,9,9,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oomw,9-Sep-18,1,0,4,KMM,0,COXFER,Cox Ferry,2018,9,9,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pppm,9-Sep-18,1,0,4,KMM,0,RRTRAC,rr tracks behind Lowes,2018,9,9,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,9-Sep-18,1,0,4,KMM,0,WPDEDI,WPDE dishes,2018,9,9,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
rwmp,9-Sep-18,1,0,4,KMM,0,METGLA,Metglas,2018,9,9,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wmbb,9-Sep-18,1,0,4,KMM,0,HGTCCC,HGTC,2018,9,9,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
wwmr,9-Sep-18,1,0,4,KMM,0,DISCGO,disc golf course,2018,9,9,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,9-Sep-18,1,0,4,KMM,0,WPDEDI,WPDE dishes,2018,9,9,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
myaa,11-Sep-18,1,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,9,11,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
pppm,11-Sep-18,1,0,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,9,11,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,11-Sep-18,1,0,1,CEH,0,WPDEDI,WPDE dishes,2018,9,11,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
yame,11-Sep-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,9,11,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
embw,12-Sep-18,2,1,1,CEH,0,COXFER,Cox Ferry,2018,9,12,,,,,,33.8066,-79.0081,F,2017,Minimum,0,
myaa,12-Sep-18,1,0,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,9,12,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oaam,12-Sep-18,4,2,1,CEH,0,YEAGER,Yeager Road,2018,9,12,,,,,,33.792,-78.9899,M,2017,Minimum,0,
oomw,12-Sep-18,2,1,1,CEH,0,COXFER,Cox Ferry,2018,9,12,,,,,,33.8066,-79.0081,M,2016,Minimum,0,
pppm,12-Sep-18,1,0,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,9,12,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rwmp,12-Sep-18,1,0,1,CEH,0,METGLA,Metglas,2018,9,12,,,,,,33.7942,-78.996,F,2016,Minimum,0,
pomy,13-Sep-18,1,1,1,CEH,0,LOWESP,Lowes pkg lot,2018,9,13,,,,,,33.792,-78.9979,F,2016,Minimum,0,
aeom,19-Sep-18,1,0,2,CEH,2,DOWITC,Dowitcher Dr.,2018,9,19,,,,,,33.7953,-78.9876,F,2016,Minimum,0,
mbbb,19-Sep-18,1,1,2,CEH,2,WHOOPI,Whooping Crane,2018,9,19,,,,,,33.7925,-78.977,F,2017,Minimum,0,
myaa,19-Sep-18,1,1,2,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,9,19,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oaam,19-Sep-18,1,1,2,CEH,0,YEAGER,Yeager Road,2018,9,19,,,,,,33.792,-78.9899,M,2017,Minimum,0,
pppm,19-Sep-18,1,0,2,CEH,0,RRTRAC,rr tracks behind Lowes,2018,9,19,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
ymbo,19-Sep-18,1,0,2,CEH,2,DOWITC,Dowitcher Dr.,2018,9,19,,,,,,33.7953,-78.9876,M,2016,Minimum,0,
yybm,19-Sep-18,4,2,NA,CEH,0,HTCMET,HTC/Behind Metglas,2018,9,19,,,,,,33.7962,-79.0012,M,2016,Minimum,0,
ayym,21-Sep-18,1,0,NA,KMM,0,DISCGO,disc golf course,2018,9,21,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
morr,21-Sep-18,1,0,NA,KMM,0,DILLAR,Dillards,2018,9,21,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,21-Sep-18,1,1,NA,KMM,0,BEDBAT,bed bath beyond,2018,9,21,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,21-Sep-18,1,0,NA,KMM,0,DILLAR,Dillards,2018,9,21,,,,,,33.6997,-78.9264,F,2017,Minimum,1,gone
myaa,21-Sep-18,1,0,NA,KMM,0,RRTRAC,RR Tracks behind Lowes,2018,9,21,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oaam,21-Sep-18,1,1,NA,KMM,0,YEAGER,Yeager Road,2018,9,21,,,,,,33.792,-78.9899,M,2017,Minimum,0,
pppm,21-Sep-18,1,0,NA,KMM,0,RRTRAC,rr tracks behind Lowes,2018,9,21,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
remw,21-Sep-18,1,0,NA,KMM,0,BEDBAT,bed bath beyond,2018,9,21,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
rrrm,21-Sep-18,1,0,NA,KMM,0,WPDEDI,WPDE dishes,2018,9,21,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
rwmp,21-Sep-18,1,0,NA,KMM,0,METGLA,Metglas,2018,9,21,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wwmr,21-Sep-18,1,0,NA,KMM,0,DISCGO,disc golf course,2018,9,21,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,21-Sep-18,1,0,NA,KMM,0,WPDEDI,WPDE dishes,2018,9,21,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
yybm,21-Sep-18,1,0,NA,KMM,0,IMSTOP,IM Stopsign,2018,9,21,,,,,,33.7993,-78.995,M,2016,Minimum,0,
morr,22-Sep-18,1,0,1,CEH,0,DILLAR,Dillards,2018,9,22,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,22-Sep-18,2,1,1,CEH,0,BEDBAT,bed bath beyond,2018,9,22,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,22-Sep-18,1,0,1,CEH,0,DILLAR,Dillards,2018,9,22,,,,,,33.6997,-78.9264,F,2017,Minimum,1,gone
oaam,22-Sep-18,1,1,1,CEH,0,YEAGER,Yeager Road,2018,9,22,,,,,,33.792,-78.9899,M,2017,Minimum,0,
remw,22-Sep-18,1,0,1,CEH,0,BEDBAT,bed bath beyond,2018,9,22,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
aeom,23-Sep-18,1,0,1,CEH,2,DOWITC,Dowitcher Dr.,2018,9,23,,,,,,33.7953,-78.9876,F,2016,Minimum,0,
amee,23-Sep-18,1,0,1,CEH,0,SEALMA,Sealmaster,2018,9,23,,,,,,33.8046,-79.0017,M,2016,Minimum,0,
ayym,23-Sep-18,1,0,1,CEH,0,DISCGO,disc golf course,2018,9,23,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
byma,23-Sep-18,1,0,1,CEH,0,SEALMA,Sealmaster,2018,9,23,,,,,,33.8046,-79.0017,F,2017,Actual,0,
mbbb,23-Sep-18,1,0,1,CEH,2,WHOOPI,Whooping Crane,2018,9,23,,,,,,33.7925,-78.977,F,2017,Minimum,0,
myaa,23-Sep-18,1,1,1,CEH,0,RRTRAC,RR Tracks behind Lowes,2018,9,23,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oaam,23-Sep-18,1,0,1,CEH,0,YEAGER,Yeager Road,2018,9,23,,,,,,33.792,-78.9899,M,2017,Minimum,0,
pppm,23-Sep-18,1,0,1,CEH,0,RRTRAC,rr tracks behind Lowes,2018,9,23,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
rrrm,23-Sep-18,1,0,1,CEH,0,WPDEDI,WPDE dishes,2018,9,23,,,,,,33.8001,-79.0015,M,2017,Minimum,0,
rwmp,23-Sep-18,1,0,1,CEH,0,METGLA,Metglas,2018,9,23,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wwmr,23-Sep-18,1,0,1,CEH,0,DISCGO,disc golf course,2018,9,23,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
yame,23-Sep-18,1,1,1,CEH,0,WPDEDI,WPDE dishes,2018,9,23,,,,,,33.8001,-79.0015,F,2016,Minimum,0,
ymbo,23-Sep-18,1,1,1,CEH,2,DOWITC,Dowitcher Dr.,2018,9,23,,,,,,33.7953,-78.9876,M,2016,Minimum,0,
yybm,24-Sep-18,1,1,1,CEH,0,IMSTOP,IM Stopsign,2018,9,24,,,,,,33.7993,-78.995,M,2016,Minimum,0,
aeom,26-Sep-18,1,1,2,TLE,2,DOWITC,Dowitcher Dr.,2018,9,26,,,,,,33.7953,-78.9876,F,2016,Minimum,0,
ayym,26-Sep-18,2,1,2,TLE,0,DISCGO,disc golf course,2018,9,26,,,,,,33.7976,-79.0039,M,2017,Minimum,0,
emor,26-Sep-18,1,0,2,TLE,0,LOWESP,Lowes pkg lot,2018,9,26,,,,,,33.792,-78.9979,M,2016,Minimum,0,
morr,26-Sep-18,2,0,1,KMM,0,DILLAR,Dillards,2018,9,26,,,,,,33.6997,-78.9264,M,2017,Actual,0,
mpyo,26-Sep-18,2,0,1,KMM,0,BEDBAT,bed bath beyond,2018,9,26,,,,,,33.7002,-78.9241,M,2017,Actual,0,
mree,26-Sep-18,2,0,1,KMM,0,DILLAR,Dillards,2018,9,26,,,,,,33.6997,-78.9264,F,2017,Minimum,1,gone
myaa,26-Sep-18,1,1,2,TLE,0,RRTRAC,RR Tracks behind Lowes,2018,9,26,,,,,,33.7921,-78.9942,M,2017,Minimum,0,
oaam,26-Sep-18,1,1,2,TLE,0,YEAGER,Yeager Road,2018,9,26,,,,,,33.792,-78.9899,M,2017,Minimum,0,
pomy,26-Sep-18,1,1,2,TLE,0,LOWESP,Lowes pkg lot,2018,9,26,,,,,,33.792,-78.9979,F,2016,Minimum,0,
pppm,26-Sep-18,1,0,2,TLE,0,RRTRAC,rr tracks behind Lowes,2018,9,26,,,,,,33.7921,-78.9942,F,2016,Minimum,0,
remw,26-Sep-18,2,0,1,KMM,0,BEDBAT,bed bath beyond,2018,9,26,,,,,,33.7002,-78.9241,F,2016,Minimum,0,
rwmp,26-Sep-18,2,1,2,TLE,0,METGLA,Metglas,2018,9,26,,,,,,33.7942,-78.996,F,2016,Minimum,0,
wwmr,26-Sep-18,2,0,2,TLE,0,DISCGO,disc golf course,2018,9,26,,,,,,33.7976,-79.0039,F,2016,Minimum,0,
ymbo,26-Sep-18,1,1,2,TLE,2,DOWITC,Dowitcher Dr.,2018,9,26,,,,,,33.7953,-78.9876,M,2016,Minimum,0,
yybm,26-Sep-18,2,0,2,TLE,0,IMSTOP,IM Stopsign,2018,9,26,,,,,,33.7993,-78.995,M,2016,Minimum,0,
mgoo,27-Sep-18,1,0,NA,CEH,0,HGTCCC,HGTC,2018,9,27,,,,,,33.7933,-79.0009,F,2017,Actual,0,
wmbb,27-Sep-18,1,0,NA,CEH,0,HGTCCC,HGTC,2018,9,27,,,,,,33.7933,-79.0009,M,2016,Minimum,0,
